Estado;Año;Semestre;Trimestre;Mes;Fecha_Inicio;Fecha_Final;Red;Nivel;Id_Prestador;Prestador;Id_Sede;Sede;Sede_Homologada;Tipo_Sede;Latitud;Longitud;Decreto_2193;Grupo_Servicio;Tipo_Camas;Estandar_Rendimiento;Servicio_Padre;Id_Servicio_Hijo;Servicio_Hijo;Id_Servicio_Nieto;Servicio_Nieto;Id_Servicio_Habilitacion;Servicio_Habilitacion;Oportunidad;Egresos_Vinculado_Servicio;Egresos_Subsidiado_Servicio;Egresos_Contributivo_Servicio;Egresos_Otro;Total_Egresos_Servicio;UVR;Egresos_Vinculado_Servicio_UVR;Egresos_Subsidiado_Servicio_UVR;Egresos_Contributivo_Servicio_UVR;Egresos_Otro_Servicio_UVR;Total_Egresos_Servicio_UVR;Camas_Disponibles;Camas_Habilitadas;Oferta_Teorica_INF;Dias_Cama_Disponible;Dias_Cama_Ocupado;Dias_Cama_Inhabilitadas;Egresos_Vinculado_Institucional;Egresos_Subsidiado_Institucional;Egresos_Contributivo_Institucional;Egresos_Otro_Institucional;Total_Egresos_Institucional;Dias_Estancia_Institucional;FechaFiltro
Enviado;2020;I Sem;I Trim;3;01/03/2020 12:00:00 a. m.;31/03/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300101;GINECOLOGIA;101;GENERAL ADULTOS;0;6;21;8;3;38;15,64;93,84;328,44;125,12;46,92;594,32;3;0;34;93;93;0;0;0;0;0;0;0;01/03/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;3;01/03/2020 12:00:00 a. m.;31/03/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300103;MEDICINA INTERNA;101;GENERAL ADULTOS;0;27;174;80;22;303;15,64;422,28;2721,36;1251,2;344,08;4738,92;46;63;281;1426;1381;527;0;0;0;0;0;0;01/03/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;3;01/03/2020 12:00:00 a. m.;31/03/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos obstétricos (partos, cesáreas y otros egresos obstétricos);Obstétricos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300104;OBSTETRICIA;101;GENERAL ADULTOS;0;33;60;52;0;145;15,64;516,12;938,4;813,28;0;2267,8;10;19;133;310;304;186;0;0;0;0;0;0;01/03/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;3;01/03/2020 12:00:00 a. m.;31/03/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos quirúrgicos (Sin incluir partos, cesáreas y otros egresos obstétricos);Quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300105;QUIRURGICO;101;GENERAL ADULTOS;0;36;252;88;14;390;15,64;563,04;3941,28;1376,32;218,96;6099,6;58;64;385;1798;1638;186;0;0;0;0;0;0;01/03/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300101;GINECOLOGIA;101;GENERAL ADULTOS;0;4;12;2;0;18;15,64;62,56;187,68;31,28;0;281,52;2;0;18;58;50;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300103;MEDICINA INTERNA;101;GENERAL ADULTOS;0;44;256;59;23;382;15,64;688,16;4003,84;922,76;359,72;5974,48;56;63;336;1624;1604;203;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos obstétricos (partos, cesáreas y otros egresos obstétricos);Obstétricos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300104;OBSTETRICIA;101;GENERAL ADULTOS;0;40;116;39;3;198;15,64;625,6;1814,24;609,96;46,92;3096,72;17;19;208;493;406;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos quirúrgicos (Sin incluir partos, cesáreas y otros egresos obstétricos);Quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300105;QUIRURGICO;101;GENERAL ADULTOS;0;57;287;82;29;455;15,64;891,48;4488,68;1282,48;453,56;7116,2;63;64;396;1827;1820;29;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300106;VIH/SIDA;101;GENERAL ADULTOS;0;1;13;1;0;15;15,64;15,64;203,32;15,64;0;234,6;10;12;13;290;273;58;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3002;GENERAL PEDIATRICA;300202;PEDIATRIA;102;GENERAL PEDIÁTRICA;0;6;115;42;8;171;15,64;93,84;1798,6;656,88;125,12;2674,44;37;49;168;1073;948;348;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3002;GENERAL PEDIATRICA;300203;UNIDAD DE CUIDADO BASICO NEONATAL;102;GENERAL PEDIÁTRICA;0;2;39;14;4;59;15,64;31,28;609,96;218,96;62,56;922,76;16;16;67;464;354;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos salud mental;Salud mental;Salud Mental;3;HOSPITALIZACIÓN;3003;SALUD MENTAL;300302;PSIQUIATRIA;103;PSIQUIATRÍA O UNIDAD DE SALUD MENTAL;0;7;80;40;6;133;15,64;109,48;1251,2;625,6;93,84;2080,12;32;32;123;928;865;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300501;CUIDADO INTENSIVO ADULTO;110;CUIDADO INTENSIVO ADULTOS;0;10;53;23;9;95;108,55;1085,5;5753,15;2496,65;976,95;10312,25;23;23;91;667;603;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300502;CUIDADO INTENSIVO DE QUEMADOS;111;UNIDAD DE QUEMADOS ADULTOS;0;4;9;8;9;30;108,55;434,2;976,95;868,4;976,95;3256,5;10;10;28;290;267;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300503;CUIDADO INTENSIVO NEONATAL;108;CUIDADO INTENSIVO NEONATAL;0;3;17;7;6;33;108,55;325,65;1845,35;759,85;651,3;3582,15;9;9;34;261;214;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300504;CUIDADO INTENSIVO PEDIATRICO;109;CUIDADO INTENSIVO PEDIÁTRICO;0;3;17;7;6;33;108,55;325,65;1845,35;759,85;651,3;3582,15;9;9;38;261;193;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300601;CUIDADO INTERMEDIO ADULTO;107;CUIDADO INTERMEDIO ADULTOS;0;3;10;7;5;25;51,33;153,99;513,3;359,31;256,65;1283,25;3;3;27;87;70;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300602;CUIDADO INTERMEDIO DE QUEMADOS;111;UNIDAD DE QUEMADOS ADULTOS;0;7;22;17;13;59;51,33;359,31;1129,26;872,61;667,29;3028,47;35;43;52;1015;997;232;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300603;CUIDADO INTERMEDIO NEONATAL;105;CUIDADO INTERMEDIO NEONATAL;0;1;8;5;4;18;51,33;51,33;410,64;256,65;205,32;923,94;9;9;28;261;144;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300604;CUIDADO INTERMEDIO PEDIATRICO;106;CUIDADO INTERMEDIO PEDIÁTRICO;0;0;1;4;1;6;51,33;0;51,33;205,32;51,33;307,98;1;1;8;29;18;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;89;886;598;192;1765;15,64;1391,96;13857,04;9352,72;3002,88;27604,6;66;66;1663;1914;1765;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100602;UNIDAD DE SERVICIOS DE SALUD FRAY BARTOLOMÉ DE LAS CASAS;UNIDAD DE SERVICIOS DE SALUD FRAY BARTOLOMÉ DE LAS CASAS;CAPS;46,928;-740,677;Egresos salud mental;Salud mental;Salud Mental;3;HOSPITALIZACIÓN;3003;SALUD MENTAL;300302;PSIQUIATRIA;103;PSIQUIATRÍA O UNIDAD DE SALUD MENTAL;0;8;67;31;14;120;15,64;125,12;1047,88;484,84;218,96;1876,8;100;102;107;2900;2820;58;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300101;GINECOLOGIA;101;GENERAL ADULTOS;0;20;31;15;4;70;11,64;232,8;360,84;174,6;46,56;814,8;6;0;60;174;174;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300103;MEDICINA INTERNA;101;GENERAL ADULTOS;0;74;305;130;76;585;11,64;861,36;3550,2;1513,2;884,64;6809,4;78;81;522;2262;2200;87;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos obstétricos (partos, cesáreas y otros egresos obstétricos);Obstétricos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300104;OBSTETRICIA;101;GENERAL ADULTOS;0;45;123;45;27;240;11,64;523,8;1431,72;523,8;314,28;2793,6;17;23;214;493;480;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos quirúrgicos (Sin incluir partos, cesáreas y otros egresos obstétricos);Quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300105;QUIRURGICO;101;GENERAL ADULTOS;0;34;142;77;91;344;11,64;395,76;1652,88;896,28;1059,24;4004,16;39;41;301;1131;1120;58;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3002;GENERAL PEDIATRICA;300203;UNIDAD DE CUIDADO BASICO NEONATAL;102;GENERAL PEDIÁTRICA;0;24;45;20;16;105;11,64;279,36;523,8;232,8;186,24;1222,2;12;12;100;348;315;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300501;CUIDADO INTENSIVO ADULTO;110;CUIDADO INTENSIVO ADULTOS;0;8;16;17;12;53;108,55;868,4;1736,8;1845,35;1302,6;5753,15;7;7;48;203;192;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300503;CUIDADO INTENSIVO NEONATAL;108;CUIDADO INTENSIVO NEONATAL;0;4;6;5;3;18;108,55;434,2;651,3;542,75;325,65;1953,9;4;4;25;116;72;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300601;CUIDADO INTERMEDIO ADULTO;107;CUIDADO INTERMEDIO ADULTOS;0;3;14;20;10;47;51,33;153,99;718,62;1026,6;513,3;2412,51;3;3;51;87;69;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300603;CUIDADO INTERMEDIO NEONATAL;105;CUIDADO INTERMEDIO NEONATAL;0;22;40;21;19;102;51,33;1129,26;2053,2;1077,93;975,27;5235,66;10;10;100;290;255;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;97;602;399;157;1255;11,64;1129,08;7007,28;4644,36;1827,48;14608,2;45;45;1134;1305;1255;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100604;UNIDAD DE SERVICIOS DE SALUD EMAUS;UNIDAD DE SERVICIOS DE SALUD EMAUS;CAPS;471,522;-741,409;;Otros;Crónica;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300107;CUIDADO CRONICO;101;GENERAL ADULTOS;0;2;11;7;5;25;0;0;0;0;0;0;16;17;22;464;455;29;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
Enviado;2020;I Sem;I Trim;2;01/02/2020 12:00:00 a. m.;28/02/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100604;UNIDAD DE SERVICIOS DE SALUD EMAUS;UNIDAD DE SERVICIOS DE SALUD EMAUS;CAPS;471,522;-741,409;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;2;7;7;1;17;10,74;21,48;75,18;75,18;10,74;182,58;5;5;126;145;17;0;0;0;0;0;0;0;01/02/2020 12:00:00 a. m.
