Estado;Año;Semestre;Trimestre;Mes;Fecha_Inicio;Fecha_Final;Red;Nivel;Id_Prestador;Prestador;Id_Sede;Sede;Sede_Homologada;Tipo_Sede;Latitud;Longitud;Decreto_2193;Grupo_Servicio;Tipo_Camas;Estandar_Rendimiento;Servicio_Padre;Id_Servicio_Hijo;Servicio_Hijo;Id_Servicio_Nieto;Servicio_Nieto;Id_Servicio_Habilitacion;Servicio_Habilitacion;Oportunidad;Egresos_Vinculado_Servicio;Egresos_Subsidiado_Servicio;Egresos_Contributivo_Servicio;Egresos_Otro;Total_Egresos_Servicio;UVR;Egresos_Vinculado_Servicio_UVR;Egresos_Subsidiado_Servicio_UVR;Egresos_Contributivo_Servicio_UVR;Egresos_Otro_Servicio_UVR;Total_Egresos_Servicio_UVR;Camas_Disponibles;Camas_Habilitadas;Oferta_Teorica_INF;Dias_Cama_Disponible;Dias_Cama_Ocupado;Dias_Cama_Inhabilitadas;Egresos_Vinculado_Institucional;Egresos_Subsidiado_Institucional;Egresos_Contributivo_Institucional;Egresos_Otro_Institucional;Total_Egresos_Institucional;Dias_Estancia_Institucional;FechaFiltro
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Egresos obstétricos (partos, cesáreas y otros egresos obstétricos);Obstétricos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300104;OBSTETRICIA;101;GENERAL ADULTOS;0;1;179;68;109;357;11,64;11,64;2083,56;791,52;1268,76;4155,48;23;28;342;647;647;0;1;179;68;109;357;1163;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Egresos quirúrgicos (Sin incluir partos, cesáreas y otros egresos obstétricos);Quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300105;QUIRURGICO;101;GENERAL ADULTOS;0;5;134;93;32;264;11,64;58,2;1559,76;1082,52;372,48;3072,96;32;43;269;960;847;60;5;134;93;32;264;2360;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3002;GENERAL PEDIATRICA;300202;PEDIATRIA;102;GENERAL PEDIÁTRICA;0;2;132;65;26;225;11,64;23,28;1536,48;756,6;302,64;2619;37;40;384;1110;584;90;2;132;65;26;225;1045;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3002;GENERAL PEDIATRICA;300203;UNIDAD DE CUIDADO BASICO NEONATAL;102;GENERAL PEDIÁTRICA;0;1;39;12;2;54;11,64;11,64;453,96;139,68;23,28;628,56;20;20;57;600;505;0;1;39;12;2;54;713;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300501;CUIDADO INTENSIVO ADULTO;110;CUIDADO INTENSIVO ADULTOS;0;0;14;6;5;25;108,55;0;1519,7;651,3;542,75;2713,75;18;18;90;540;134;0;0;0;0;0;0;0;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300503;CUIDADO INTENSIVO NEONATAL;108;CUIDADO INTENSIVO NEONATAL;0;0;29;8;0;37;108,55;0;3147,95;868,4;0;4016,35;16;7;49;480;325;0;0;0;0;0;0;0;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300603;CUIDADO INTERMEDIO NEONATAL;105;CUIDADO INTERMEDIO NEONATAL;0;0;29;12;0;41;51,33;0;1488,57;615,96;0;2104,53;15;15;50;450;331;0;0;0;0;0;0;0;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;15;669;384;199;1267;11,64;174,6;7787,16;4469,76;2316,36;14747,88;42;42;1231;1260;1167;0;15;652;355;196;1218;1018;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300101;GINECOLOGIA;101;GENERAL ADULTOS;0;0;38;5;20;63;11,64;0;442,32;58,2;232,8;733,32;3;0;60;90;85;0;0;38;5;20;63;193;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100616;UNIDAD DE SERVICIOS DE SALUD GAITANA I;UNIDAD DE SERVICIOS DE SALUD GAITANA I;CAPS;474,083;-741,102;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;1;24;18;1;44;10,74;10,74;257,76;193,32;10,74;472,56;4;4;108;120;44;0;1;22;18;1;42;42;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100623;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;CAPS;465,374;-740,655;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;2;229;66;15;312;10,74;21,48;2459,46;708,84;161,1;3350,88;12;12;324;360;312;0;2;111;39;7;159;159;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100623;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;CAPS;465,374;-740,655;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300103;MEDICINA INTERNA;101;GENERAL ADULTOS;0;2;107;25;7;141;10,74;21,48;1149,18;268,5;75,18;1514,34;24;28;154;720;591;120;2;90;15;7;114;802;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100614;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO;CAPS;475,347;-740,917;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300103;MEDICINA INTERNA;101;GENERAL ADULTOS;0;2;64;37;4;107;11,64;23,28;744,96;430,68;46,56;1245,48;5;20;97;150;148;0;2;64;37;4;107;583;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;III Trim;9;01/09/2020 12:00:00 a. m.;30/09/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100623;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;UNIDAD DE SERVICIOS DE SALUD CHAPINERO;CAPS;465,374;-740,655;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300501;CUIDADO INTENSIVO ADULTO;110;CUIDADO INTENSIVO ADULTOS;0;0;2;3;0;5;108,55;0;217,1;325,65;0;542,75;13;13;351;390;5;0;0;0;0;0;0;0;01/09/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300101;GINECOLOGIA;101;GENERAL ADULTOS;0;1;6;5;6;18;15,64;15,64;93,84;78,2;93,84;281,52;2;0;17;62;57;0;1;6;5;6;18;53;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300103;MEDICINA INTERNA;101;GENERAL ADULTOS;0;6;131;55;27;219;15,64;93,84;2048,84;860,2;422,28;3425,16;98;110;287;3038;2080;372;6;132;55;27;220;2699;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos obstétricos (partos, cesáreas y otros egresos obstétricos);Obstétricos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300104;OBSTETRICIA;101;GENERAL ADULTOS;0;0;3;5;6;14;15,64;0;46,92;78,2;93,84;218,96;2;19;19;62;40;0;0;3;5;6;14;35;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos quirúrgicos (Sin incluir partos, cesáreas y otros egresos obstétricos);Quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300105;QUIRURGICO;101;GENERAL ADULTOS;0;10;184;49;40;283;15,64;156,4;2877,76;766,36;625,6;4426,12;50;63;283;1550;1393;403;10;184;49;40;283;1645;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3002;GENERAL PEDIATRICA;300202;PEDIATRIA;102;GENERAL PEDIÁTRICA;0;0;40;24;18;82;15,64;0;625,6;375,36;281,52;1282,48;29;39;135;899;488;310;0;34;24;17;75;443;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3002;GENERAL PEDIATRICA;300203;UNIDAD DE CUIDADO BASICO NEONATAL;102;GENERAL PEDIÁTRICA;0;0;1;0;0;1;15,64;0;15,64;0;0;15,64;1;16;27;31;1;0;0;1;0;0;1;1;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Egresos salud mental;Salud mental;Salud Mental;3;HOSPITALIZACIÓN;3003;SALUD MENTAL;300302;PSIQUIATRIA;103;PSIQUIATRÍA O UNIDAD DE SALUD MENTAL;0;0;38;36;8;82;15,64;0;594,32;563,04;125,12;1282,48;23;32;96;713;546;279;0;38;36;8;82;590;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300501;CUIDADO INTENSIVO ADULTO;110;CUIDADO INTENSIVO ADULTOS;0;7;79;64;19;169;108,55;759,85;8575,45;6947,2;2062,45;18344,95;139;138;348;4309;1882;620;0;25;12;6;43;301;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes Unidad Cuidados Intensivos;Unidad Cuidados Intensivos;Especializada;3;HOSPITALIZACIÓN;3005;UNIDAD CUIDADOS INTENSIVOS;300504;CUIDADO INTENSIVO PEDIATRICO;109;CUIDADO INTENSIVO PEDIÁTRICO;0;0;9;3;3;15;108,55;0;976,95;325,65;325,65;1628,25;9;9;19;279;195;0;0;0;0;0;0;0;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes en Cuidados Intermedios;Unidad Cuidados Intermedios;Especializada;3;HOSPITALIZACIÓN;3006;UNIDAD CUIDADOS INTERMEDIOS;300604;CUIDADO INTERMEDIO PEDIATRICO;106;CUIDADO INTERMEDIO PEDIÁTRICO;0;0;1;1;0;2;51,33;0;51,33;51,33;0;102,66;1;1;13;31;4;0;0;0;0;0;0;0;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;Pacientes en observación;Observación urgencias;Observación;3;HOSPITALIZACIÓN;3007;OBSERVACION DE URGENCIAS;300701;OBSERVACION DE URGENCIAS;0;NO APLICA;0;28;669;335;120;1152;15,64;437,92;10463,16;5239,4;1876,8;18017,28;66;66;1794;2046;1182;0;26;684;313;115;1138;1138;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;;Otros;Especializada;;HOSPITALIZACIÓN;3008;UNIDAD DE QUEMADOS ADULTO;300605;UNIDAD DE QUEMADOS CUIDADO INTENSIVO ADULTO;111;UNIDAD DE QUEMADOS ADULTOS;0;2;8;14;12;36;108,55;217,1;868,4;1519,7;1302,6;3907,8;14;0;36;434;384;31;0;4;2;3;9;85;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;;Otros;Especializada;;HOSPITALIZACIÓN;3008;UNIDAD DE QUEMADOS ADULTO;300712;UNIDAD DE QUEMADOS CUIDADO INTERMEDIO ADULTO;111;UNIDAD DE QUEMADOS ADULTOS;0;0;14;11;8;33;51,33;0;718,62;564,63;410,64;1693,89;20;40;44;620;415;341;0;14;11;8;33;637;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100601;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR;CAPS;474,243;-740,231;;Otros;Especializada;;HOSPITALIZACIÓN;3009;UNIDAD DE QUEMADOS PEDIATRICA;300714;UNIDAD DE QUEMADOS CUIDADO INTERMEDIO PEDIATRICO;116;QUEMADOS PEDIÁTRICO;0;0;20;6;2;28;51,33;0;1026,6;307,98;102,66;1437,24;12;3;55;372;169;0;0;20;6;2;28;417;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100602;UNIDAD DE SERVICIOS DE SALUD FRAY BARTOLOMÉ DE LAS CASAS;UNIDAD DE SERVICIOS DE SALUD FRAY BARTOLOMÉ DE LAS CASAS;CAPS;46,928;-740,677;Egresos salud mental;Salud mental;Salud Mental;3;HOSPITALIZACIÓN;3003;SALUD MENTAL;300302;PSIQUIATRIA;103;PSIQUIATRÍA O UNIDAD DE SALUD MENTAL;0;3;122;34;3;162;15,64;46,92;1908,08;531,76;46,92;2533,68;96;102;161;2976;2694;682;3;122;34;3;162;2826;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300101;GINECOLOGIA;101;GENERAL ADULTOS;0;0;29;25;16;70;11,64;0;337,56;291;186,24;814,8;6;0;83;186;140;0;0;29;25;16;70;214;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos no quirúrgicos (No incluye salud mental, partos, cesáreas y otros egresos obstétricos);No quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300103;MEDICINA INTERNA;101;GENERAL ADULTOS;0;4;292;154;40;490;11,64;46,56;3398,88;1792,56;465,6;5703,6;52;61;599;1612;1186;93;4;292;154;40;490;3507;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos obstétricos (partos, cesáreas y otros egresos obstétricos);Obstétricos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300104;OBSTETRICIA;101;GENERAL ADULTOS;0;1;84;65;70;220;11,64;11,64;977,76;756,6;814,8;2560,8;16;23;223;496;440;31;1;84;65;70;220;669;01/10/2020 12:00:00 a. m.
Enviado;2020;II Sem;IV Trim;10;01/10/2020 12:00:00 a. m.;31/10/2020 12:00:00 a. m.;RED NORTE;III Nivel;900971006;SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E;90097100603;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;UNIDAD DE SERVICIOS DE SALUD ENGATIVÁ CALLE 80;CAPS;471,156;-741,109;Egresos quirúrgicos (Sin incluir partos, cesáreas y otros egresos obstétricos);Quirúrgicos;Especializada;3;HOSPITALIZACIÓN;3001;GENERAL ADULTOS;300105;QUIRURGICO;101;GENERAL ADULTOS;0;12;177;140;57;386;11,64;139,68;2060,28;1629,6;663,48;4493,04;37;38;367;1147;1085;0;12;177;140;57;386;1619;01/10/2020 12:00:00 a. m.
